               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.030605,            0.037364,           0.0091044,             0.99853,              0.9994,             0.99485,             0.88902,            0.024588,            0.034263,            0.007497,           0.0076679,           0.0076679,           0.0076679
                  36,            0.031638,            0.038955,           0.0093098,             0.99835,             0.99943,             0.99489,             0.89268,            0.024184,            0.034209,           0.0075415,            0.007543,            0.007543,            0.007543
                  37,            0.030668,            0.037775,            0.009231,             0.99808,             0.99963,             0.99489,             0.87885,            0.025911,            0.035865,           0.0074905,            0.007416,            0.007416,            0.007416
                  38,            0.030705,             0.03831,           0.0092142,             0.99833,             0.99941,             0.99495,             0.88799,             0.02491,            0.034926,           0.0074565,           0.0072872,           0.0072872,           0.0072872
                  39,            0.030727,            0.037994,            0.009249,             0.99868,             0.99941,             0.99488,             0.89564,            0.024013,            0.033925,           0.0074788,           0.0071566,           0.0071566,           0.0071566
                  40,            0.029647,            0.036308,           0.0089531,             0.99873,             0.99935,             0.99492,             0.89423,            0.024191,            0.033792,           0.0074265,           0.0070243,           0.0070243,           0.0070243
                  41,            0.030426,            0.037243,           0.0091359,             0.99831,             0.99941,             0.99485,             0.89241,            0.024424,            0.034052,           0.0073668,           0.0068906,           0.0068906,           0.0068906
                  42,            0.030133,            0.037712,           0.0090998,             0.99833,              0.9994,             0.99492,             0.89186,            0.024704,            0.034207,           0.0073434,           0.0067555,           0.0067555,           0.0067555
                  43,            0.030356,             0.03749,           0.0090506,             0.99852,             0.99941,             0.99487,             0.89593,            0.023843,            0.033541,           0.0073781,           0.0066191,           0.0066191,           0.0066191
                  44,            0.029729,             0.03665,           0.0090075,              0.9983,             0.99941,              0.9949,             0.89393,            0.024059,            0.033457,           0.0073448,           0.0064816,           0.0064816,           0.0064816
                  45,            0.029416,            0.035746,           0.0089578,             0.99874,             0.99925,             0.99493,             0.89466,             0.02416,            0.033414,           0.0072992,           0.0063432,           0.0063432,           0.0063432
                  46,            0.028987,            0.036542,           0.0090532,             0.99865,             0.99941,             0.99494,             0.89981,            0.023629,            0.032964,           0.0072664,            0.006204,            0.006204,            0.006204
                  47,            0.028753,            0.035003,           0.0090227,             0.99847,             0.99941,             0.99495,             0.90273,            0.023851,            0.032956,           0.0073275,            0.006064,            0.006064,            0.006064
                  48,            0.028968,             0.03561,           0.0089041,             0.99854,             0.99936,             0.99495,             0.90086,             0.02382,            0.033206,           0.0072694,           0.0059235,           0.0059235,           0.0059235
                  49,            0.028819,            0.036213,            0.008981,             0.99854,             0.99941,             0.99492,             0.90041,             0.02368,            0.032952,           0.0072621,           0.0057826,           0.0057826,           0.0057826
                  50,            0.027838,            0.034792,           0.0087914,             0.99856,             0.99937,             0.99493,             0.89906,            0.024033,            0.033197,            0.007226,           0.0056413,           0.0056413,           0.0056413
                  51,            0.028537,            0.035322,           0.0088969,             0.99855,             0.99926,             0.99495,              0.9032,            0.023333,            0.032652,           0.0072078,              0.0055,              0.0055,              0.0055
                  52,            0.027805,            0.034893,           0.0088415,             0.99847,              0.9994,             0.99495,             0.90419,            0.023254,            0.032403,            0.007211,           0.0053587,           0.0053587,           0.0053587
                  53,            0.027693,            0.034798,           0.0088418,             0.99826,             0.99941,             0.99493,             0.90473,            0.023074,            0.032129,           0.0071684,           0.0052174,           0.0052174,           0.0052174
                  54,            0.027942,             0.03437,           0.0088608,             0.99853,              0.9994,             0.99494,             0.90508,            0.022996,            0.032129,           0.0071635,           0.0050765,           0.0050765,           0.0050765
                  55,            0.027897,            0.034367,           0.0089444,              0.9985,             0.99941,             0.99494,             0.90552,            0.023146,            0.032216,           0.0071513,            0.004936,            0.004936,            0.004936
