               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.025449,            0.032153,           0.0083864,             0.99866,             0.99954,             0.99493,             0.91033,            0.022303,            0.031253,           0.0067745,           0.0013701,           0.0013701,           0.0013701
                  89,            0.025372,            0.031899,           0.0083045,             0.99864,             0.99954,             0.99493,             0.91042,            0.022294,            0.031259,            0.006769,            0.001316,            0.001316,            0.001316
                  90,            0.025751,              0.0332,           0.0084897,             0.99864,             0.99954,             0.99494,             0.91137,            0.022271,            0.031181,            0.006764,            0.001266,            0.001266,            0.001266
                  91,             0.02524,            0.031711,            0.008261,             0.99859,             0.99954,             0.99493,             0.91118,            0.022276,            0.031212,           0.0067645,           0.0012202,           0.0012202,           0.0012202
                  92,            0.025402,            0.031931,           0.0083908,             0.99857,             0.99954,             0.99493,             0.90984,            0.022269,            0.031157,           0.0067635,           0.0011787,           0.0011787,           0.0011787
                  93,            0.025749,            0.032673,           0.0085021,             0.99859,             0.99954,             0.99494,             0.91078,            0.022257,            0.031026,           0.0067568,           0.0011414,           0.0011414,           0.0011414
                  94,            0.025611,            0.032087,           0.0084624,             0.99861,             0.99954,             0.99494,             0.91097,             0.02225,            0.031279,           0.0067674,           0.0011084,           0.0011084,           0.0011084
                  95,            0.025656,            0.033569,           0.0084776,             0.99864,             0.99954,             0.99494,             0.91125,            0.022235,            0.031143,           0.0067639,           0.0010797,           0.0010797,           0.0010797
                  96,            0.025487,            0.032577,           0.0083717,             0.99863,             0.99954,             0.99495,             0.91225,            0.022229,            0.031226,           0.0067487,           0.0010554,           0.0010554,           0.0010554
                  97,            0.025556,            0.032422,           0.0084846,              0.9986,             0.99954,             0.99495,             0.91107,            0.022249,            0.031112,           0.0067473,           0.0010355,           0.0010355,           0.0010355
                  98,            0.025134,            0.031935,           0.0082236,              0.9986,             0.99954,             0.99495,             0.91224,             0.02222,            0.030902,           0.0067331,             0.00102,             0.00102,             0.00102
                  99,            0.025148,            0.032276,           0.0083085,             0.99859,             0.99954,             0.99495,             0.91145,            0.022199,            0.031049,           0.0067544,           0.0010089,           0.0010089,           0.0010089
